9,17,17,17,17,17,17,17,17,17,17,17,17,9,9,9,9,9,9,9,9,9,9,9,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,9
10,25,25,25,25,25,25,25,25,25,25,25,25,8,9,9,9,9,9,9,9,9,9,10,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,8
10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,9,9,9,9,9,9,9,9,9,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8
10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,9,9,9,9,9,9,9,9,9,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8
10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,9,9,9,9,9,9,9,9,9,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8
10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,9,9,9,9,9,9,9,9,9,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8
9,1,2,-1,0,1,1,1,1,1,1,1,1,9,9,9,9,9,9,9,9,9,9,9,1,2,-1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,-1,-1,-1,8
9,9,10,-1,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,-1,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,-1,0,1,9
9,9,10,-1,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,-1,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,-1,8,9,9
9,9,10,-1,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,-1,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,-1,8,9,9
9,17,18,-1,16,17,17,17,17,17,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,-1,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,-1,8,9,9
10,25,26,-1,24,25,25,25,25,25,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,-1,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,-1,16,17,9
